name,team,position,cost,status,minutes,total_points,bonus,points_per_game,selected_by_percent
Jiménez,WOL,FWD,8.5,Available,3241,194,33,0.0,22.6
Saïss,WOL,DEF,5.0,Available,2703,103,8,0.0,3.4
Jonny,WOL,DEF,5.5,Injured,2885,123,6,0.0,0.2
Bonatini,WOL,FWD,5.0,Available,0,0,0,0.0,0.2
Dendoncker,WOL,MID,5.0,Available,2790,100,9,0.0,3.1
Traoré,WOL,MID,6.5,Available,2599,130,14,0.0,17.6
Neves,WOL,MID,5.5,Available,3053,97,7,0.0,1.9
Buur,WOL,DEF,4.0,Available,0,0,0,0.0,1.1
Jota,WOL,MID,6.5,Available,2278,105,12,0.0,2.8
Podence,WOL,MID,5.5,Available,285,25,2,0.0,0.8
Kilman,WOL,DEF,4.0,Available,184,5,0,0.0,1.6
Vinagre,WOL,DEF,4.5,Available,644,32,1,0.0,9.6
Sarkic,WOL,GKP,4.5,Available,0,0,0,0.0,0.2
Gibbs-White,WOL,MID,5.0,Available,125,11,0,0.0,0.1
Neto,WOL,MID,5.5,Available,920,57,0,0.0,0.3
Jordao,WOL,MID,4.5,Available,6,1,0,0.0,0.4
Campana,WOL,FWD,5.0,Available,0,0,0,0.0,0.3
